nome
Acacia farnesiana
Acacia paniculata
Acacia plumosa
Acanthoscelides obtectus
Acanthospermum australe
Acanthospermum hispidum
Aceria eriobotryae
Aceria guerreronis
Aceria litchii
Aceria reyesi
Achyrocline satureioides
Acidovorax avenae subsp. avenae
Acidovorax avenae subsp. citrulli
Acremonium strictum
Acrogonia gracilis
Acrogonia terminalis
Acromyrmex ambiguus
Acromyrmex aspersus
Acromyrmex crassispinus
Acromyrmex heyeri
Acromyrmex landolti balzani
Acromyrmex landolti landolti
Acromyrmex lundi lundi
Acromyrmex rugosus rugosus
Acromyrmex striatus
Acromyrmex subterraneus
Acromyrmex subterraneus molestans
Acromyrmex subterraneus subterraneus
Aculops lycopersici
Aculus cornutus
Acyrthosiphon pisum
Adenocalymma flaviflorum
Aegomorphus jaspideus
Aeschynomene denticulata
Aeschynomene rudis
Aeschynomene sensitiva
Aethalion reticulatum
Ageratum conyzoides
Agrobacterium tumefaciens
Agropyrum repens
Agrotis ipsilon
Agrotis subterranea
Alabama argillacea
Albugo candida
Albulgo ipomoeae-panduranae
Aleurocanthus woglumi
Aleurodicus cocois
Aleurothrixus floccosus
Allonychus braziliensis
Alphitobius diaperinus
Alternanthera brasiliana
Alternanthera ficoidea
Alternanthera paronychioides
Alternanthera philoxeroides
Alternanthera tenella
Alternaria alternata
Alternaria bataticola
Alternaria brassicae
Alternaria cichorii
Alternaria citri
Alternaria cucumerina
Alternaria dauci
Alternaria dianthi
Alternaria grandis
Alternaria helianthi
Alternaria linicola
Alternaria macrospora
Alternaria padwickii
Alternaria passiflorae
Alternaria porri
Alternaria raphani
Alternaria ricini
Alternaria sesami
Alternaria solani
Alternaria sonchi
Alternaria sp.
Alternaria spp.
Alternaria steviae
Alternaria tenuis
Alternaria tenuissima
Amaranthus deflexus
Amaranthus hybridus
Amaranthus lividus
Amaranthus palmeri
Amaranthus retroflexus
Amaranthus sp.
Amaranthus spinosus
Amaranthus viridis
Amauromyza maculosa
Ambrosia artemisifolia
Ambrosia elatior
Amphobotrys ricini
Anacampsis spp.
Anagallis arvensis
Anagasta kuehniella
Anastrepha fraterculus
Anastrepha grandis
Anastrepha obliqua
Anastrepha pseudoparallela
Anastrepha spp.
Andropogon bicornis
Andropogon leucostachyus
Anthistarcha binocularis
Anthonomus grandis
Anticarsia gemmatalis
Antigastra catalaunalis
Antirrhinum orontium
Anuraphis schwartzi
Anuraphis sp.
Aonidiella comperei
Aparatermes abbreviatus
Aphelenchoides besseyi
Aphelenchoides ritzemabosi
Aphis citricidus
Aphis craccivora
Aphis fabae
Aphis gossypii
Aphis pomi
Aphis rumicis
Aphis spiraecola
Aphis spp.
Aracanthus mourei
Aracanthus sp.
Arachis hypogea
Araecerus fasciculatus
Argyrotaenia sphaleropa
Aristida longiseta
Armillaria spp.
Artemisia verlotorum
Ascia monuste orseis
Ascochyta arachidis
Ascochyta coffeae
Ascochyta lentis
Ascochyta pinodes
Ascochyta pisi
Ascochyta rabiei
Aspergillus flavus
Aspergillus niger
Aspergillus ochraceus
Aspergillus spp.
Asperisporium caricae
Aspidiella hari
Aspidiotus destructor
Asterolecanium pustulans
Atrichoproctus neocaledonicus
Atta bisphaerica
Atta capiguara
Atta laevigata
Atta sexdens piriventris
Atta sexdens rubropilosa
Atta sexdens sexdens
Aulacaspis tubercularis
Ausente
Automeris memusae
Automeris spp.
Avena fatua
Avena sativa
Avena strigosa
Axonopus compressus
Azochis gripusalis
Baccharis coridifolia
Baccharis dracunculifolia
Baccharis trimera
Bactrocera carambolae
Banisteriopsis oxyclada
Barnadesia rosea
Batistopsora crucisfilii
Bauhinia corifolia
Bauhinia curvula
Bauhinia Divaricata
Bauhinia glabra
Bauhinia mollis
Bauhinia ungulata
Bauhinia variegata
Bean Golden Mosaic Virus
Bemisia argentifolii
Bemisia tabaci
Bemisia tabaci biótipo B
Bemisia tabaci raça B
Bidens alba
Bidens pilosa
Bidens subalternans
Bipolaris cynodontis
Bipolaris incurvata
Bipolaris maydis
Bipolaris oryzae
Bipolaris sacchari
Bipolaris soraliniana
Bipolaris sorghicola
Bipolaris sorokiniana
Bipolaris spp.
Bipolaris zeicola
Blainvillea biaristata
Blainvillea latifolia
Blumeria graminis
Blumeria graminis f.sp. hordei
Blumeria graminis f.sp. tritici
Boerhaavia diffusa
Bonagota cranaodes
Bonagota salubricola
Borreria verticillata
Borrieria latifolia
Botryosphaeria dothidea
Botryosphaeria obtusa
Botryotinia ricini
Botrytis cinerea
Botrytis gladiolorum
Botrytis squamosa
bowlesia incana
Brachiaria brizantha
Brachiaria decumbens
Brachiaria mutica
Brachiaria plantaginea
Brachiaria platyphylla
Brachiaria ruziziensis
Brachiaria subquadripara
Bradysia impatiens
Bradysia matogrossensis
Brassica rapa
Brassolis astyra astyra
Brassolis sophorae
Bremia lactucae
Bremia lactucae Regel
Brevicoryne brassicae
Brevipalpus phoenicis
Brevipalpus yothersi
Bromus catharticus
Bruggmanniella perseae
Burkolderia gadiolli subsp allicola
Cadra cautela
Caliothips phaseoli
Caliothrips bicinctus
Caliothrips brasiliensis
Caliothrips phaseoli
Calletatrichum sublinealum
Callosobruchus maculatus
Calopogonium mucunoides
Calotropis procera
Capitophorus fragaefolli
Capitophorus rosarum
Cardiospermum halicacabum
Carmenta foraseminis
Carthartus quadricollis
Castnia licus
Cavariella aegopodii
Celtis glycicarpa
Cenchrus echinatus
Centella asiatica
Cerataphis lataniae
Ceratitis capitata
Ceratocystis fimbriata
Ceratocystis paradoxa
Cerconota anonella
Cercospora abelmoschi
Cercospora annonae
Cercospora apii
Cercospora arachidicola
Cercospora bertholletiae
Cercospora beticola
Cercospora brassicicola
Cercospora canescens
Cercospora capsici
Cercospora carotae
Cercospora cichorii
Cercospora circumscissa
Cercospora citrullina
Cercospora cladosporioides
Cercospora coffeicola
Cercospora eugeniae
Cercospora flagelaris
Cercospora fusimaculans
Cercospora gossypina
Cercospora hibiscina
Cercospora kaki
Cercospora katri
Cercospora kikuchii
Cercospora longipes
Cercospora longissima
Cercospora melongenae
Cercospora nasturii
Cercospora nicotianae
Cercospora oryzae
Cercospora perseae
Cercospora personata
Cercospora purpurea
Cercospora ricinella
Cercospora rosicola
Cercospora sawadae
Cercospora sesami
Cercospora sojina
Cercospora sorghi
Cercospora spp.
Cercospora tetragoniae
Cercospora viçosae
Cercospora zeae-maydis
Cercosporidium henningsii
Cercosporidium personatum
Cerotelium fici
Cerotoma arcuata tingomariana
Cerscospora musae
Chalara paradoxa
Chalcodermus bimaculatus
Chamaecrista nictitans
Chamaecrista rotundifolia
Chamaesyce hirta
Chamaesyce hyssopifolia
Chamaesyce prostrata
Chenopodium album
Chenopodium ambrosioides
Chiromyza vittata
Chloridea virescens
Chloris gayana
Chloris polydactyla
Chloris pycnothrix
Chloris retusa
Chlosyine lacinia saundersii
Chrysodeixis includens
Chrysodexis includens
Chrysomphalus dictyospermi
Chrysomphalus ficus
Cicinnus callipius
Cinara atlantica
Cladosporium carpophilum
Cladosporium cladosporioides
Cladosporium cucumerinum
Cladosporium echinulatum
Cladosporium fulvum
Cladosporium herbarum
Cladosporium spp.
Clarkeulia excerptana
Clavibacter michiganensis
Clavibacter michiganensis michiganensis
Claviceps africana
Claviceps sulcata
Cleome affinis
Cnidoscolus urens
Coccus hesperidium
Coccus viridis
Cochliobolus spp.
Colias lesbia pyrrhothea
Colletotrichum acutatum
Colletotrichum arachidis
Colletotrichum capsici
Colletotrichum circinans
Colletotrichum cliviicola
Colletotrichum coccodes
Colletotrichum coffeanum
Colletotrichum dematium
Colletotrichum dematium f.sp. circinans
Colletotrichum dematium truncata
Colletotrichum dematium var. truncata
Colletotrichum falcatum
Colletotrichum fragariae
Colletotrichum gloeosporioides
Colletotrichum gloeosporioides cepae
Colletotrichum gloeosporioides f.sp cepae
Colletotrichum gloeosporioides f. sp. cucurbitae
Colletotrichum gloesporioides
Colletotrichum gloesporioides f. sp. cucurbitae
Colletotrichum gossypii
Colletotrichum gossypii cephalosporioides
Colletotrichum gossypii var. cephalosporioides
Colletotrichum graminicola
Colletotrichum guaranicola
Colletotrichum lindemuthianum
Colletotrichum lini
Colletotrichum mangenoti
Colletotrichum musae
Colletotrichum orbiculare
Colletotrichum phomoides
Colletotrichum pisi
Colletotrichum sp.
Colletotrichum spp.
Colletotrichum sublineolum
Colletotrichum truncatum
Commelina benghalensis
Commelina diffusa
Commelina erecta
Commelina virginica
Condylorrhiza vestigialis
Conoderus scalaris
Conotrachelus humeropictus
Conotrachelus psidii
Contarinia sorghicola
Conyza bonariensis
Conyza canadensis
Conyza sumatrensis
Corcyra cephalonica
Corecoris dentiventris
Cornitermes bequaerti
Cornitermes cumulans
Cornitermes snyderi
Coronopus didymus
Corticium salmonicolor
Corynespora cassiicola
Corythaica cyathicollis
Cosmopolites sordidus
Costalimaita ferruginea vulgata
Crepis japonica
Crinipellis perniciosa
Crocidosema aporema
Crotalaria incana
Croton floribundus
Croton glandulosus
Croton lobatus
Cryptoblabes gnidiella
Cryptolestes ferrugineus
Cryptophlebia illepida
Cryptosporiopsis perennans
Crysodeixis includens
Cuphea carthagenensis
Curatella americana
Curvularia eragrostides
Curvularia eragrostidis
Curvularia inaequalis
Curvularia lunata
Curvularia spp.
Cydia pomonella
Cylindrocladium candelabrum
Cylindrocladium delabrum
Cylindrocladium ilicicola
Cylindrocladium parasiticum
Cylindrocladium pteridis
Cylindrocladium scoparium
Cylindrocladium spp.
Cylindrosporium sesami
Cynodon dactylon
Cyperus difformis
Cyperus distans
Cyperus eragrostis
Cyperus esculentus
Cyperus ferax
Cyperus flavus
Cyperus iria
Cyperus lanceolatus
Cyperus luzulae
Cyperus rotundus
Cyperus sesquiflorus
Cyrtomon luridus
Dactyloctenium aegyptium
Dactylopius opuntiae
Dactynotus sonchi
Daktulosphaira vitifoliae
dalbergia frutescens
Dalbulus maidis
Datura stramonium
Deois flavopicta
Deois lignosellus
Deois sp.
Desmodium adscendens
Desmodium barbatum
Desmodium purpureum
Desmodium tortuosum
Dessecação da Cultura
Dessecação pré-colheita
Diabrotica speciosa
Diaphania hyalinata
Diaphania nitidalis
Diaphorina citri
Diaphorina citri Kuwayama
Diaporthe citri
Diaporthe helianthi
Diaporthe longicolla
Diaporthe medusaea
Diaporthe phaseolorum f.sp. meridionalis
Diaporthe phaseolorum var. sojae
Diaporthe ueckerae
Diaporthe vexans
Diaspis bromeliae
Diaspis echinocacti
Diatraea saccharalis
Diceraeus furcatus
Diceraeus melacanthus
Diceraeus spp.
Dichelops furcatus
Dichelops melacanthus
Dichondra microcalyx
Didymella bryoniae
Digitaria ciliaris
Digitaria decumbens
Digitaria horizontalis
Digitaria insularis
Digitaria nuda
Digitaria sanguinalis
Diloboderus abderus
Dilobopterus costalimai
Dioclea grandiflora
Diodia ocimifolia
Diodia teres
Dione juno juno
Dioscorea batatas
Diplocarpon earlianum
Diplocarpon rosae
Diploschema rotundicolle
Ditylenchus dipsaci
Dolichotetranychus floridanus
Doliocarpus dentatus
Dorcacerus barbatus
Dothiorella gregaria
Drechslera avenae
Drechslera halodes
Drechslera spp.
Drechslera teres
Drechslera tritici-repentis
Dreschslera sorokiniana
Drosophila suzukii
Duguetia furfuracea
Dysdercus ruficollis
Dysdercus spp.
Dysmicoccus brevipes
Dysmicoccus texensis
Eacles imperialis magnifica
Ecdytolopha aurantiana
Echinochloa colona
Echinochloa crusgalli
Echinochloa cruspavonis
Echinodorus grandiflorus
Eclipta alba
Eichhornia crassipes
Elasmopalpus lignosellus
Eleusine indica
Elsinoe ampelina
Elsinoe australis
Elsinoe batatas
Elsinoe fawcetti
Elsinoe mangiferae
Elsinoe necator
Elsinoe piri
Elsinoe spondiadis
Elsinoe veneta
Elvira biflora
Emilia sagittata
Emilia sonchifolia
Empoasca kraemeri
Empoasca spp.
Empoasca vitis
Enneothrips enigmaticus
Enneothrips flavens
Entomosporium macidatum
Entomosporium maculatum
Entomosporium mespili
Ephestia cautella
Ephestia elutella
Ephestia kuehniella
Epicauta atomaria
Epinotia aporema
Epitrix fasciata
Eragrostis ciliaris
Eragrostis pilosa
erigeron bonariensis
Erinnyis ello
Eriophyes ficus
Eriophyes guerreronis
Eriophyes mangiferae
Eriophyes reyesi
Eriophyes rossettonis
Eriophyes sheldoni
Eriophyes vitis
Eriosoma lanigerum
Erosomyia mangiferae
Erwinia carotovora
Erwinia carotovora subsp. Carotovora
Erwinia carotovora subsp. carotovora
Erwinia chrysanthemi
Erwinia spp
Eryngium horridum
Erysiphe betae
Erysiphe cichoracearum
Erysiphe diffusa
Erysiphe graminis
Erysiphe heraclei
Erysiphe pisi
Erysiphe polygoni
Erysiphe quercicola
Erysiphe spp
Erysiphe taurica
Erythricium salmonicolor
Etiella zinckenella
Eucalyptus spp
Eucalyptus urograndis
Euetheola humilis
Eugenia dysenterica
Eumorpha vitis
Eupatorium clematideum
Eupatorium laevigatum
Eupatorium maximilianii
Eupatorium pauciflorum
Eupatorium squalidum
Euphorbia brasiliensis
Euphorbia heterophylla
Euphorbia hirta
Eupseudosoma aberrans
Eupseudosoma involuta
Eurhizococcus brasiliensis
Euschistus heros
Eutetranychus banksi
Eutinobothrus brasiliensis
Exserohilum rostratum
Exserohilum turcicum
Faustinus cubae
Fimbristylis autumnalis
Fimbristylis dichotoma
Fimbristylis miliacea
Frankliniella brevicaulis
Frankliniella gemina
Frankliniella occidentalis
Frankliniella rodeos
Frankliniella schultzei
Frankliniella spp.
Frankliniella williamsi
Fulvia fulva
Fusarium avenaceum
Fusarium equiseti
Fusarium graminearum
Fusarium incarnatum
Fusarium moniliforme
Fusarium oxysporum
Fusarium oxysporum f.sp. capsici
Fusarium oxysporum f.sp. cubense
Fusarium oxysporum f.sp. cucumerinum
Fusarium oxysporum f.sp. lycopersici
Fusarium oxysporum f.sp. melonis
Fusarium oxysporum f.sp. phaseoli
Fusarium oxysporum f.sp. pisi
Fusarium oxysporum f.sp. radicis-lycopersici
Fusarium oxysporum f.sp. vasinfectum
Fusarium pallidoroseum
Fusarium proliferatum
fusarium semitectum
Fusarium solani
Fusarium solani f.sp. cucurbitae
Fusarium solani f. sp. glycines
Fusarium solani f.sp. phaseoli
Fusarium solani f.sp. pisi
Fusarium spp
Fusarium spp.
Fusarium subglutinans
Fusarium verticilioides
Fusarium verticillioides
Galinsoga parviflora
Galinsoga quadriradiata
Giberella zeae
Glena bipennaria  bipennaria
Gloeodes pomigena
Glomerella cingulata
Glycaspis brimblecombei
Glycine max
Gnaphalium pensylvanicum
Gnaphalium spicatum
Gonipterus scutellatus
Gossypium hirsutum
Grapholita molesta
Greeneria uvicola
Guadua angustifolia
Guarea trichilioides
Guignardia bidwellii
Guignardia citricarpa
Guignardia gnardia
Gymnandrosoma aurantianum
Gyropsylla spegazziniana
Haplothrips gowdeyi
Haplothrips spp
Hedylepta indicata
Hedypathes betulinus
Helicotylenchus dihystera
Helicoverpa armigera
Helicoverpa sp.
Helicoverpa zea
Heliothis virescens
Heliothrips haemorrhoidalis
Helix aspersa
Hellula phidilealis
Helminthosporium solani
Helmintosporium spp.
Hemiberlesia lataniae
Hemileia  vastatrix
Hemileia vastatrix
Heteranthera reniformis
Heterodera glycines
Heterotermes tenuis
Hiadaphis foeniculi
Horcias nobilellus
Hordeum vulgare
Hyaloperonospora parasitica
Hyalospila ptychis
Hyparrhenia rufa
Hypocala andremona
Hypochoeris brasiliensis
Hypochoeris radicata
Hypothenemus hampei
Hyptis lophanta
Hyptis suaveolens
Icerya purchasi
Icerya sp
Imperata brasiliensis
Indigofera hirsuta
indigosfera hirsuta
Ipomoea acuminata
Ipomoea aristolochiaefolia
Ipomoea cairica
Ipomoea grandifolia
Ipomoea hederacea
Ipomoea hederifolia
Ipomoea indivisa
Ipomoea nil
Ipomoea purpurea
Ipomoea quamoclit
Ipomoea sp.
Ipomoea triloba
Isariopsis clavispora
Ischaemum rugosum
Julus hesperus
Kyllinga brevifolia
Lactuca sativa
Laemophloeus minutus
Lantana camara
Lasioderma serricorne
Lasiodiplodia theobromae
Lasiothyris luminosa
Leandria momordicae
Leersia hexandra
Leonotis nepetifolia
Leonurus sibiricus
Lepidium ruderale
Lepidium virginicum
Lepidosaphes beckii
Leptocybe invasa
Leptoglossus gonagra
Leptoglossus gonara
Leptosphaeria maculans
Leptosphaeria sacchari
Leucoptera coffeella
Leveillula taurica
Liberibacter asiaticus
Liogenys fuscus
Liothrips adisi
Lipaphis erysimi
Liriomyza huidobrensis
Liriomyza sativae
Liriomyza spp
Liriomyza trifolii
Lobesia botrana
Lobiopa insularis
Lolium multiflorum
Loxa deducta
Ludwigia longifolia
Ludwigia octovalvis
Luffa cyllindrica
Luziola peruviana
Lyogenis suturalis
Lyriomyza huidobrensis
Lyriomyza sativae
Lyriomyza spp.
Machaerium aculeatum
Machaerium acutifolium
Maconellicoccus hirsutus
Macrophomina phaseolina
Macropophora accentifer
Macrosiphum euphorbiae
Macrosiphum rosae
Macrosoma tipulata
Maecolaspis calcarisera
Maecolaspis joliveti
Maecolaspis trivialis
Magnaporthe grisea
Mahanarva fimbriolata
Mahanarva spp
Malachra fasciata
Malvastrum coromandelianum
Manduca sexta paphus
Mansoa difficilis
Marsypianthes chamaedrys
Mascagnia pubiflora
Mechanitis lysimnia
Medicago sativa
Megacyllene acuta
Megalopyge lanata
Megascelis aeroginosa
Megastes pusialis
Melampodium divaricatum
Melampodium perfoliatum
Melampsora lini
Melampsora medusae
Melanagromyza sojae
Melanaphis sacchari
Melanconium furligneum
Melinis minutiflora
Meloidogyne arenaria
Meloidogyne coffeicola
Meloidogyne enterolobii
Meloidogyne exigua
Meloidogyne graminicola
Meloidogyne hapla
Meloidogyne incognita
Meloidogyne javanica
Meloidogyne paranaensis
Meloidogyne spp.
Meloiidogyne incognita
Memora peregrina
Merremia aegyptia
Merremia cissoides
Metopolophium dirhodum
Mezilaurus crassiramea
Michaelus jebus
Microcyclus ulei
Microdochium oryzae
Microsphaera diffusa
Migdolus fryanus
Mikania cordifolia
Mimosa hostilis
Mimosa invisa
Mimosa pudica
