nome
Acacia farnesiana
Acacia paniculata
Acacia plumosa
Acanthoscelides obtectus
Acanthospermum australe
Acanthospermum hispidum
Aceria eriobotryae
Aceria guerreronis
Aceria litchii
Aceria reyesi
Achyrocline satureioides
Acidovorax avenae subsp. avenae
Acidovorax avenae subsp. citrulli
Acremonium strictum
Acrogonia gracilis
Acrogonia terminalis
Acromyrmex ambiguus
Acromyrmex aspersus
Acromyrmex crassispinus
Acromyrmex heyeri
Acromyrmex landolti balzani
Acromyrmex landolti landolti
Acromyrmex lundi lundi
Acromyrmex rugosus rugosus
Acromyrmex striatus
Acromyrmex subterraneus
Acromyrmex subterraneus molestans
Acromyrmex subterraneus subterraneus
Aculops lycopersici
Aculus cornutus
Acyrthosiphon pisum
Adenocalymma flaviflorum
Aegomorphus jaspideus
Aeschynomene denticulata
Aeschynomene rudis
Aeschynomene sensitiva
Aethalion reticulatum
Ageratum conyzoides
Agrobacterium tumefaciens
Agropyrum repens
Agrotis ipsilon
Agrotis subterranea
Alabama argillacea
Albugo candida
Albulgo ipomoeae-panduranae
Aleurocanthus woglumi
Aleurodicus cocois
Aleurothrixus floccosus
Allonychus braziliensis
Alphitobius diaperinus
Alternanthera brasiliana
Alternanthera ficoidea
Alternanthera paronychioides
Alternanthera philoxeroides
Alternanthera tenella
Alternaria alternata
Alternaria bataticola
Alternaria brassicae
Alternaria cichorii
Alternaria citri
Alternaria cucumerina
Alternaria dauci
Alternaria dianthi
Alternaria grandis
Alternaria helianthi
Alternaria linicola
Alternaria macrospora
Alternaria padwickii
Alternaria passiflorae
Alternaria porri
Alternaria raphani
Alternaria ricini
Alternaria sesami
Alternaria solani
Alternaria sonchi
Alternaria sp.
Alternaria spp.
Alternaria steviae
Alternaria tenuis
Alternaria tenuissima
Amaranthus deflexus
Amaranthus hybridus
Amaranthus lividus
Amaranthus palmeri
Amaranthus retroflexus
Amaranthus sp.
Amaranthus spinosus
Amaranthus viridis
Amauromyza maculosa
Ambrosia artemisifolia
Ambrosia elatior
Amphobotrys ricini
Anacampsis spp.
Anagallis arvensis
Anagasta kuehniella
Anastrepha fraterculus
Anastrepha grandis
Anastrepha obliqua
Anastrepha pseudoparallela
Anastrepha spp.
